,YEAR,MONTH,COUNTRY,SITUATION,FORECAST,REGION
101,1996,JULY,YEMEN,"Moderate to high densities of hoppers were reported at a few locations on the coastal plains near Lahej (1301N/4454E) north-west of Aden on 16-17 July. Infestations consisted of first to fifth instar hoppers at densities up to 10 hoppers per sq m Fledging had already commenced and new adults were reported but at mch lower densities. Many hoppers were becoming gregarious. About 100 sq km were estimated to be infested. Control operations were underway. Nomads and locals reported other infestations from the interior near Shbwah (1522N/ 4700E) to the coast at Ahwar (1333N/4644E). Solitary adults were also present west of Shbwah near AshShubaykhah (1439N/4647E), Bayhan Al-Qisab (1452N/4545E) and Nisab (1431N/4630E) in July.","Hoppers will continue to mature on the coastal plains of Aden and possibly form several groups or small swarms of immature adults. Due to recent rains and green vegetation, these are expected to persist in the area, mature and lay by the end of the forecast period. There is a high probability of other infestations present along the coastal plains towards Oman and in the interior from Marib to Wadi Hadhramaut.",NEAR EAST
102,1996,JULY,KUWAIT,No locusts were reported during June.,No significant developments are likely.,NEAR EAST
103,1996,JULY,EGYPT,Isolated mature adults were present at several locations along the Red Sea coastal plains between Halaib (2212N/3635E) and Shlatein (2308N/3535E) in late June. Scattered mature adults at densities of 510 adults per ha were seen in several cropping areas along the Nile River Valley south of Aswan (2405N/ 3256E) on 10 July.,Low numbers of adults are likely to persist in a few southern oases and in cropping areas in the Nile River Valley south of Aswan while declining on the Red Sea coastal plains.,NEAR EAST
104,1996,JULY,IRAQ,A late report stated that no locusts were present during May in the Al Basrah (3015N/4745E) area.,No significant developments are likely.,NEAR EAST
105,1996,JULY,BAHRAIN,,No significant developments are likely.,NEAR EAST
106,1996,JULY,ISRAEL,,No significant developments are likely.,NEAR EAST
107,1996,JULY,JORDAN,,No significant developments are likely.,NEAR EAST
108,1996,JULY,OMAN,,No significant developments are likely.,NEAR EAST
109,1996,JULY,QATAR,,No significant developments are likely.,NEAR EAST
110,1996,JULY,SYRIA,,No significant developments are likely.,NEAR EAST
111,1996,JULY,TURKEY,,No significant developments are likely.,NEAR EAST
112,1996,JULY,UAE,,No significant developments are likely.,NEAR EAST
113,1996,JULY,PAKISTAN,"A late report stated that isolated solitary adults first appeared this year in the summer breeding areas from 9 June onwards. Adults, up to 12 per location, were reported from 24 locations extending from Tharparkar to Cholistan during the first half of June and 28 locations during the second half of the  month. During the first half of July, several small immature swarms and low density adult groups continued to appear in Kharan and Chagai Districts of northern Baluchistan where control operations were in progress. Infestations varied in size from 0.5-2 sq km. In the summer breeding areas, locust numbers increased to 3,000 adults per sq km. (about 40 adults per location).","Breeding is almost certainly in progress and will continue in the summer areas from Tharparkar to Cholistan. As a result, low to moderate numbers of hoppers are expected to appear and could form groups or a few bands. By the end of the forecast period, fledging will commence and new adults my form small groups and perhaps a few swarms.",SOUTH-WEST ASIA
114,1996,JULY,INDIA,"During the second half of June, isolated adults at densities up to 3 per site were present at 14 locations of Rajasthan, mstly in Bikaner district and to a lesser extent in Jodhpur and Barmer districts. Higher numbers of adults, up to 1,500 per sq km, were present at 7 locations in Jaisalmer district. A few third to fifth instar solitary hoppers were seen at Lordia (2603N/7223E) of Jodhpur district on the 27th. During the first half of July, adult numbers significantly increased as well as the number of infested locations. A total of 66 locations reported solitary adults at densities of 30-7,500 adults per sq km. Most of the infestations were concentrated in Jaisalmer and Barmer districts, and to a lesser extent in Jodhpur and Jalore. There was also one report from Gujarat State, to the south of Rajasthan.","As a result of unusually favourable breeding conditions over mst of Rajasthan and Gujarat, breeding will continue throughout the forecast period. Consequently, moderate numbers of hoppers are expected to appear which could form small groups. By the end of the forecast period, fledging will commence and new adults my form small groups and perhaps a few swarms.",SOUTH-WEST ASIA
115,1996,JULY,AFGHANISTAN,,No significant developments are likely.,SOUTH-WEST ASIA
116,1996,JULY,IRAN,,No significant developments are likely.,SOUTH-WEST ASIA
117,1996,NOV,MAURITANIA,"During November, second generation breeding was in progress in two areas: in the Inchiri region north of Nouakchott  to  the  Moroccan  border  and  in  the Tamassoumit  (1835N/1239W)  area  west  of  Tidjikja where  laying  occurred  last   month.  Infestations consisted of several hundred small hopper patches and bands at moderate to high densities. Most of the bands were less than 0.5 ha in size although a few were up to 3 ha. Early in the  month, two dense immature swarms were seen south of Nouakchott and a few maturing swarms  were  seen  mving  west  near  Boumdeid (1726N/1120W). These are probably leftover from late summer breeding. At md  month, one group was seen copulating  near  Boumdeid.  During  the  last  decade, fledging commenced in all areas and a number of new swarms formed. Most swarms were less than 1 sq km in size and mny were seen mving northwards. There were reports of swarms in the extreme north and northeast of Tiris-Zemmour region near the Moroccan and Algerian borders. Control operations treated a total of 2,000 ha during the  month, primarily hopper bands and by the end of the  month new swarms.","Low to moderate numbers of small swarms will continue to form early in the forecast period in Inchiri and southern Adrar. If temperatures remain warm and no rainfall occurs, these are likely to movefurther north towards El Hank and adjacent areas of Algeria and Morocco, especially during periods of warm southerly winds. These will mature and could lay by the end of the year if rainfall occurs.",WEST AFRICA
118,1996,NOV,MALI,"A late report stated that Desert Locust mxed with African Migratory Locust were present in western Mali in early October on about 2,000 ha near Niono (1415N/ 0600W) at Mare Takadji. Densities were estimated to be about 20-80 adults per sq m During the last decade of the  month, a few maturing swarms were reported in the Tilemsi Valley of the north near Tagmart (1850N/ 0039E),  and  hatching  and  small  to  mdium  sized hopper  bands  were  seen  nearby.  Further  north, moderate  numbers  of  adults  and  hatchlings  were reported at In Abser (2015N/0039E) and Tin-Eridjane (1952N/0037E) at the end of the  month. During the first week of November, hopper bands were present in the northern Adrar des Iforas and Timetrine areas. Most of the infestations consisted of first to fourth instar bands at several locations near Wadi  Erherrher  (2006N/0130E)  and  the  Boureissa Basin (ca. 1955N/0140E) in the Adrar and near Wadi Tinkar (1928N/0024W) in Timetrine. Band sizes varied from 150-1,500 sq mand densities were up to 300 hoppers per sq m near Erherrher and Tinkar but only around  20  per  sq  m near  Boureissa.  Scattered gregarious adults were seen copulating at one site near Erherrher.  By the end of the  month, only scattered adults were reported in these areas.",Low numbers of adults are likely to persist in some parts of the Adrar des Iforas and the Tilemsi Valley where they will slowly mature and lay eggs if rainfall occurs.,WEST AFRICA
119,1996,NOV,NIGER,"Results from surveys carried out in Tamesna on 30 October  to  8  November  indicate  that  infestations declined during October and early November. Solitary and transiens immature and mature adults at densities up to 1,500 per ha were reported from a total of 18 locations in central Tamesna. The total area infested was nearly 4,000 ha. A dozen small first and second instar hopper bands of about 1 sq mtre each mxed with copulating adults were seen at Inzinkad (1806N/ 0548E). All stages of transiens hoppers were seen at Tadrek (1801N/0615E) within about 50 ha., and solitary second to fourth instar hoppers were present southeast of In Afer (1746N/0548E).",Low numbers of adults are expected to persist during the forecast period in central Tamesna. Some of these could movenorth into Algeria during periods of warm southerly winds.,WEST AFRICA
120,1996,NOV,BURKINA  FASO,,No significant developments are likely.,WEST AFRICA
121,1996,NOV,CAPE  VERDE,,No significant developments are likely.,WEST AFRICA
122,1996,NOV,CHAD,,No significant developments are likely.,WEST AFRICA
123,1996,NOV,GAMBIA,,No significant developments are likely.,WEST AFRICA
